Model num,Fitness,Model,generation,ofv,success,covar,correlation #,ntheta,condition,RPenalty,PythonPenalty,NMTran messages
5,5772.632008,100101,2,5692.632008303359,True,True,True,4,28.173565509888746,0,,From saved model No important warnings
6,5772.632008,100101,2,5692.632008303359,True,True,True,4,28.173565509888746,0,,From saved model No important warnings
8,5739.872187,101101,2,5649.872186581825,True,True,True,5,25.83500162734159,0,,From saved model No important warnings
2,5772.632008,100101,2,5692.632008303359,True,True,True,4,28.173565509888746,0,0,No important warnings
4,5739.283750,101001,2,5659.283749649409,True,True,True,5,19.262658862117714,0,0,No important warnings
9,5739.283750,101001,2,5659.283749649409,True,True,True,5,19.262658862117714,0,0,No important warnings
9,5739.283750,101001,2,5659.283749649409,True,True,True,5,19.262658862117714,0,0,No important warnings
11,5739.872187,101101,2,5649.872186581825,True,True,True,5,25.83500162734159,0,,From saved model No important warnings
11,5739.872187,101101,2,5649.872186581825,True,True,True,5,25.83500162734159,0,,From saved model No important warnings
7,5739.283750,101001,2,5659.283749649409,True,True,True,5,19.262658862117714,0,0,No important warnings
7,5739.283750,101001,2,5659.283749649409,True,True,True,5,19.262658862117714,0,0,No important warnings
10,5739.283750,101001,2,5659.283749649409,True,True,True,5,19.262658862117714,0,0,No important warnings
10,5739.283750,101001,2,5659.283749649409,True,True,True,5,19.262658862117714,0,0,No important warnings
2,4822.599672,100010,3,4732.599671912545,True,True,True,5,51.71855336223912,0,0,No important warnings
0,4822.599672,100010,3,4732.599671912545,True,True,True,5,51.71855336223912,0,0,No important warnings
1,4822.599672,100010,3,4732.599671912545,True,True,True,5,51.71855336223912,0,0,No important warnings
4,4822.599672,100010,3,4732.599671912545,True,True,True,5,51.71855336223912,0,,From saved model No important warnings
3,4822.599672,100010,3,4732.599671912545,True,True,True,5,51.71855336223912,0,0,No important warnings
6,4822.599672,100010,3,4732.599671912545,True,True,True,5,51.71855336223912,0,,From saved model No important warnings
7,4822.599672,100010,3,4732.599671912545,True,True,True,5,51.71855336223912,0,,From saved model No important warnings
8,4822.599672,100010,3,4732.599671912545,True,True,True,5,51.71855336223912,0,,From saved model No important warnings
9,4822.599672,100010,3,4732.599671912545,True,True,True,5,51.71855336223912,0,,From saved model No important warnings
9,4822.599672,100010,3,4732.599671912545,True,True,True,5,51.71855336223912,0,,From saved model No important warnings
10,4822.599672,100010,3,4732.599671912545,True,True,True,5,51.71855336223912,0,,From saved model No important warnings
10,4822.599672,100010,3,4732.599671912545,True,True,True,5,51.71855336223912,0,,From saved model No important warnings
11,4822.599672,100010,3,4732.599671912545,True,True,True,5,51.71855336223912,0,,From saved model No important warnings
11,4822.599672,100010,3,4732.599671912545,True,True,True,5,51.71855336223912,0,,From saved model No important warnings
5,4832.578000,100110,3,4732.577999788176,True,True,True,5,53.65368149005296,0,0,No important warnings
5,4832.578000,100110,3,4732.577999788176,True,True,True,5,53.65368149005296,0,0,No important warnings
3,4885.430743,011100,4,4785.430742602432,True,True,True,5,8.022554959221322,0,0,No important warnings
0,4836.178086,011110,4,4726.178086012689,True,True,True,6,58.99736007089474,0,0,No important warnings
2,4885.430743,011100,4,4785.430742602432,True,True,True,5,8.022554959221322,0,0,No important warnings
4,4946.138450,111110,4,4726.138450226663,True,True,True,7,8807287.627976008,0,,From saved model No important warnings
5,4836.178086,011110,4,4726.178086012689,True,True,True,6,58.99736007089474,0,,From saved model No important warnings
6,4836.178086,011110,4,4726.178086012689,True,True,True,6,58.99736007089474,0,,From saved model No important warnings
7,4946.138450,111110,4,4726.138450226663,True,True,True,7,8807287.627976008,0,,From saved model No important warnings
8,4836.178086,011110,4,4726.178086012689,True,True,True,6,58.99736007089474,0,,From saved model No important warnings
9,4836.178086,011110,4,4726.178086012689,True,True,True,6,58.99736007089474,0,,From saved model No important warnings
10,4946.138450,111110,4,4726.138450226663,True,True,True,7,8807287.627976008,0,,From saved model No important warnings
11,4836.178086,011110,4,4726.178086012689,True,True,True,6,58.99736007089474,0,,From saved model No important warnings
11,4836.178086,011110,4,4726.178086012689,True,True,True,6,58.99736007089474,0,,From saved model No important warnings
9,4836.178086,011110,4,4726.178086012689,True,True,True,6,58.99736007089474,0,,From saved model No important warnings
9,4836.178086,011110,4,4726.178086012689,True,True,True,6,58.99736007089474,0,,From saved model No important warnings
10,4946.138450,111110,4,4726.138450226663,True,True,True,7,8807287.627976008,0,,From saved model No important warnings
10,4946.138450,111110,4,4726.138450226663,True,True,True,7,8807287.627976008,0,,From saved model No important warnings
1,4836.178086,011110,4,4726.178086012689,True,True,True,6,58.99736007089474,0,0,No important warnings
1,4836.178086,011110,4,4726.178086012689,True,True,True,6,58.99736007089474,0,0,No important warnings
2,5669.313713,001011,5,5589.313712621895,True,True,True,5,70.40258456334769,0,0,No important warnings
4,5669.313713,001011,5,5589.313712621895,True,True,True,5,70.40258456334769,0,,From saved model No important warnings
3,5669.313713,001011,5,5589.313712621895,True,True,True,5,70.40258456334769,0,0,No important warnings
0,5673.451399,101011,5,5583.451398779233,True,True,True,6,72.1701345146513,0,0,No important warnings
1,5669.313713,001011,5,5589.313712621895,True,True,True,5,70.40258456334769,0,0,No important warnings
6,5669.313713,001011,5,5589.313712621895,True,True,True,5,70.40258456334769,0,,From saved model No important warnings
7,5669.313713,001011,5,5589.313712621895,True,True,True,5,70.40258456334769,0,,From saved model No important warnings
8,5673.451399,101011,5,5583.451398779233,True,True,True,6,72.1701345146513,0,,From saved model No important warnings
9,5673.451399,101011,5,5583.451398779233,True,True,True,6,72.1701345146513,0,,From saved model No important warnings
10,5669.313713,001011,5,5589.313712621895,True,True,True,5,70.40258456334769,0,,From saved model No important warnings
10,5669.313713,001011,5,5589.313712621895,True,True,True,5,70.40258456334769,0,,From saved model No important warnings
11,5669.313713,001011,5,5589.313712621895,True,True,True,5,70.40258456334769,0,,From saved model No important warnings
11,5669.313713,001011,5,5589.313712621895,True,True,True,5,70.40258456334769,0,,From saved model No important warnings
9,5673.451399,101011,5,5583.451398779233,True,True,True,6,72.1701345146513,0,,From saved model No important warnings
9,5673.451399,101011,5,5583.451398779233,True,True,True,6,72.1701345146513,0,,From saved model No important warnings
5,5664.744813,001111,5,5574.744813039854,True,True,True,5,30.815158966783347,0,0,No important warnings
5,5664.744813,001111,5,5574.744813039854,True,True,True,5,30.815158966783347,0,0,No important warnings
3,5739.872187,101101,6,5649.872186581825,True,True,True,5,25.83500162734159,0,,From saved model No important warnings
1,5734.664617,001001,6,5664.66461651907,True,True,True,4,20.04455824712298,0,0,No important warnings
2,5734.664617,001001,6,5664.66461651907,True,True,True,4,20.04455824712298,0,0,No important warnings
4,5753.195954,001101,6,5673.195954419792,True,True,True,4,23.859920270789715,0,0,No important warnings
0,5753.195954,001101,6,5673.195954419792,True,True,True,4,23.859920270789715,0,0,No important warnings
7,5753.195954,001101,6,5673.195954419792,True,True,True,4,23.859920270789715,0,,From saved model No important warnings
8,5753.195954,001101,6,5673.195954419792,True,True,True,4,23.859920270789715,0,,From saved model No important warnings
9,5753.195954,001101,6,5673.195954419792,True,True,True,4,23.859920270789715,0,,From saved model No important warnings
10,5739.872187,101101,6,5649.872186581825,True,True,True,5,25.83500162734159,0,,From saved model No important warnings
10,5739.872187,101101,6,5649.872186581825,True,True,True,5,25.83500162734159,0,,From saved model No important warnings
11,5739.872187,101101,6,5649.872186581825,True,True,True,5,25.83500162734159,0,,From saved model No important warnings
11,5739.872187,101101,6,5649.872186581825,True,True,True,5,25.83500162734159,0,,From saved model No important warnings
5,5753.195954,001101,6,5673.195954419792,True,True,True,4,23.859920270789715,0,0,No important warnings
5,5753.195954,001101,6,5673.195954419792,True,True,True,4,23.859920270789715,0,0,No important warnings
6,5753.195954,001101,6,5673.195954419792,True,True,True,4,23.859920270789715,0,0,No important warnings
6,5753.195954,001101,6,5673.195954419792,True,True,True,4,23.859920270789715,0,0,No important warnings
2,5779.995080,110011,7,5589.995080089321,True,True,True,6,7420975.450615214,0,0,No important warnings
4,5779.995080,110011,7,5589.995080089321,True,True,True,6,7420975.450615214,0,,From saved model No important warnings
5,5779.995080,110011,7,5589.995080089321,True,True,True,6,7420975.450615214,0,,From saved model No important warnings
6,5779.995080,110011,7,5589.995080089321,True,True,True,6,7420975.450615214,0,,From saved model No important warnings
7,5779.995080,110011,7,5589.995080089321,True,True,True,6,7420975.450615214,0,,From saved model No important warnings
8,5779.995080,110011,7,5589.995080089321,True,True,True,6,7420975.450615214,0,,From saved model No important warnings
9,5779.995080,110011,7,5589.995080089321,True,True,True,6,7420975.450615214,0,,From saved model No important warnings
10,5779.995080,110011,7,5589.995080089321,True,True,True,6,7420975.450615214,0,,From saved model No important warnings
3,5779.995080,110011,7,5589.995080089321,True,True,True,6,7420975.450615214,0,0,No important warnings
0,5779.995080,110011,7,5589.995080089321,True,True,True,6,7420975.450615214,0,0,No important warnings
0,5779.995080,110011,7,5589.995080089321,True,True,True,6,7420975.450615214,0,0,No important warnings
1,5779.995080,110011,7,5589.995080089321,True,True,True,6,7420975.450615214,0,0,No important warnings
1,5779.995080,110011,7,5589.995080089321,True,True,True,6,7420975.450615214,0,0,No important warnings
11,5779.995080,110011,7,5589.995080089321,True,True,True,6,7420975.450615214,0,,From saved model No important warnings
11,5779.995080,110011,7,5589.995080089321,True,True,True,6,7420975.450615214,0,,From saved model No important warnings
3,5779.995080,110011,7,5589.995080089321,True,True,True,6,7420975.450615214,0,0,No important warnings
3,5779.995080,110011,7,5589.995080089321,True,True,True,6,7420975.450615214,0,0,No important warnings
1,4832.578003,010110,8,4732.57800320048,True,True,True,5,53.65089551473939,0,0,No important warnings
3,4832.578003,010110,8,4732.57800320048,True,True,True,5,53.65089551473939,0,0,No important warnings
0,4832.578003,010110,8,4732.57800320048,True,True,True,5,53.65089551473939,0,0,No important warnings
4,4832.578003,010110,8,4732.57800320048,True,True,True,5,53.65089551473939,0,,From saved model No important warnings
2,4832.578003,010110,8,4732.57800320048,True,True,True,5,53.65089551473939,0,0,No important warnings
5,4832.578003,010110,8,4732.57800320048,True,True,True,5,53.65089551473939,0,,From saved model No important warnings
6,4832.578003,010110,8,4732.57800320048,True,True,True,5,53.65089551473939,0,,From saved model No important warnings
7,4832.578003,010110,8,4732.57800320048,True,True,True,5,53.65089551473939,0,,From saved model No important warnings
8,4832.578003,010110,8,4732.57800320048,True,True,True,5,53.65089551473939,0,,From saved model No important warnings
9,4832.578003,010110,8,4732.57800320048,True,True,True,5,53.65089551473939,0,,From saved model No important warnings
10,4832.578003,010110,8,4732.57800320048,True,True,True,5,53.65089551473939,0,,From saved model No important warnings
10,4832.578003,010110,8,4732.57800320048,True,True,True,5,53.65089551473939,0,,From saved model No important warnings
11,4832.578003,010110,8,4732.57800320048,True,True,True,5,53.65089551473939,0,,From saved model No important warnings
11,4832.578003,010110,8,4732.57800320048,True,True,True,5,53.65089551473939,0,,From saved model No important warnings
8,4832.578003,010110,8,4732.57800320048,True,True,True,5,53.65089551473939,0,,From saved model No important warnings
8,4832.578003,010110,8,4732.57800320048,True,True,True,5,53.65089551473939,0,,From saved model No important warnings
9,4832.578003,010110,8,4732.57800320048,True,True,True,5,53.65089551473939,0,,From saved model No important warnings
9,4832.578003,010110,8,4732.57800320048,True,True,True,5,53.65089551473939,0,,From saved model No important warnings
3,99999999.000000,2012000320,0,99999999,None,False,False,10,99999999,0,0,No important warnings
2,99999999.000000,1102120011,0,99999999,None,False,False,10,99999999,0,0,No important warnings
0,99999999.000000,2010101200,0,99999999,None,False,False,10,99999999,0,0,NON-FIXED OMEGA NON-FIXED PARAMETER 
1,5051.017885,0101021120,0,4721.017875415295,True,True,False,8,48619925.32562387,0,0,No important warnings
4,4937.674024,0012001010,0,4727.6740238191005,True,True,False,6,129.96367650008,0,0,No important warnings
6,5743.422996,0111001121,0,5523.42298599875,True,True,True,7,10694.48132653359,0,0,No important warnings
9,99999999.000000,2002010000,0,99999999,None,False,False,10,99999999,0,0,No important warnings
8,4967.675830,0110021410,0,4727.675820016552,True,True,False,6,-3.3860374946573216e+16,0,0,NON-FIXED OMEGA NON-FIXED PARAMETER 
5,5276.488638,0012121310,0,4926.488637750588,False,True,False,8,-3.1872502508592205e+17,0,0,NON-FIXED OMEGA NON-FIXED PARAMETER 
5,5276.488638,0012121310,0,4926.488637750588,False,True,False,8,-3.1872502508592205e+17,0,0,NON-FIXED OMEGA NON-FIXED PARAMETER 
10,99999999.000000,2111011300,0,99999999,None,False,False,12,99999999,0,0,NON-FIXED OMEGA NON-FIXED PARAMETER 
10,99999999.000000,2111011300,0,99999999,None,False,False,12,99999999,0,0,NON-FIXED OMEGA NON-FIXED PARAMETER 
11,99999999.000000,2011110020,0,99999999,None,False,False,12,99999999,0,0,No important warnings
11,99999999.000000,2011110020,0,99999999,None,False,False,12,99999999,0,0,No important warnings
7,9064.681210,0011121421,0,8504.681209540233,False,False,False,9,99999999,0,0,No important warnings
7,9064.681210,0011121421,0,8504.681209540233,False,False,False,9,99999999,0,0,No important warnings
0,99999999.000000,2002101120,0,99999999,None,False,False,12,99999999,0,0,No important warnings
3,99999999.000000,2102120420,0,99999999,None,False,False,13,99999999,0,0,No important warnings
4,99999999.000000,2001111100,0,99999999,None,False,False,12,99999999,0,0,No important warnings
1,4951.566535,1012100210,0,4711.5665345854495,True,True,True,8,125591283.17160724,0,0,NON-FIXED OMEGA NON-FIXED PARAMETER 
6,99999999.000000,2012101400,0,99999999,None,False,False,11,99999999,0,0,NON-FIXED OMEGA NON-FIXED PARAMETER 
5,5695.649664,0100021301,0,5585.64965367881,True,True,True,6,148.36226310099022,0,0,NON-FIXED OMEGA NON-FIXED PARAMETER 
8,99999999.000000,2002021320,0,99999999,None,False,False,12,99999999,0,0,No important warnings
9,99999999.000000,2101101121,0,99999999,None,False,False,13,99999999,0,0,No important warnings
10,99999999.000000,2102121320,0,99999999,None,False,False,14,99999999,0,0,No important warnings
7,99999999.000000,0112121201,0,99999999,False,False,False,8,99999999,0,0,NON-FIXED OMEGA NON-FIXED PARAMETER 
11,99999999.000000,2002120321,0,99999999,None,False,False,12,99999999,0,0,No important warnings
13,99999999.000000,2012010221,0,99999999,None,False,False,11,99999999,0,0,No important warnings
12,99999999.000000,2111101320,0,99999999,None,False,False,13,99999999,0,0,No important warnings
15,99999999.000000,2010121320,0,99999999,None,False,False,12,99999999,0,0,No important warnings
2,5301.567664,1101121420,0,4711.56766431383,False,False,False,12,99999999,0,0,No important warnings
16,5902.719465,0002120301,0,5582.71946488072,False,True,True,7,2602.602957364546,0,0,NON-FIXED OMEGA NON-FIXED PARAMETER 
14,5634.999458,0010121221,0,5504.999457711853,True,True,True,8,10.062550929957416,0,0,No important warnings
19,99999999.000000,2101121220,0,99999999,None,False,False,14,99999999,0,0,No important warnings
20,99999999.000000,2102021100,0,99999999,None,False,False,12,99999999,0,0,No important warnings
22,99999999.000000,2101000111,0,99999999,None,False,False,10,99999999,0,0,No important warnings
18,6011.562464,1101020421,0,5451.562463856531,False,False,False,10,99999999,0,0,No important warnings
21,4840.767850,1012011000,0,4700.767849665468,True,True,True,9,403.37721856579094,0,0,No important warnings
23,99999999.000000,2112120321,0,99999999,None,False,False,13,99999999,0,0,No important warnings
17,5909.022429,0112110321,0,5469.022419118917,False,True,False,8,4310950816.765972,0,0,No important warnings
25,99999999.000000,2101011111,0,99999999,None,False,False,12,99999999,0,0,No important warnings
24,6119.498408,1002010401,0,5579.498407887401,False,False,False,8,99999999,0,0,NON-FIXED OMEGA NON-FIXED PARAMETER 
28,4846.302716,0002010300,0,4726.3027158117775,True,True,True,6,57.936311162584886,0,0,NON-FIXED OMEGA NON-FIXED PARAMETER 
28,4846.302716,0002010300,0,4726.3027158117775,True,True,True,6,57.936311162584886,0,0,NON-FIXED OMEGA NON-FIXED PARAMETER 
26,5076.343434,1102120320,0,4706.343434111458,True,True,False,11,1942588832.7229502,0,0,No important warnings
26,5076.343434,1102120320,0,4706.343434111458,True,True,False,11,1942588832.7229502,0,0,No important warnings
27,5905.322439,0010010421,0,5475.322439187434,True,False,False,6,99999999,0,0,No important warnings
27,5905.322439,0010010421,0,5475.322439187434,True,False,False,6,99999999,0,0,No important warnings
29,5066.627650,1012101310,0,4706.627649723777,True,True,False,9,85763824071.30888,0,0,NON-FIXED OMEGA NON-FIXED PARAMETER 
29,5066.627650,1012101310,0,4706.627649723777,True,True,False,9,85763824071.30888,0,0,NON-FIXED OMEGA NON-FIXED PARAMETER 
2,5499.047898,1112011120,1,4929.047897737456,False,False,False,11,99999999,0,0,No important warnings
4,5499.047898,1112011120,1,4929.047897737456,False,False,False,11,99999999,0,,From saved model No important warnings
5,5499.047898,1112011120,1,4929.047897737456,False,False,False,11,99999999,0,,From saved model No important warnings
6,5499.047898,1112011120,1,4929.047897737456,False,False,False,11,99999999,0,,From saved model No important warnings
3,4857.227006,1112011200,1,4697.227005502653,True,True,True,10,865.0703476295932,0,0,NON-FIXED OMEGA NON-FIXED PARAMETER 
1,5066.670999,1112021120,1,4696.670998941747,True,True,False,11,739816811.8331436,0,0,No important warnings
0,5307.631606,1112021220,1,4737.631605534748,False,False,False,11,99999999,0,0,No important warnings
10,5499.047898,1112011120,1,4929.047897737456,False,False,False,11,99999999,0,,From saved model No important warnings
11,5499.047898,1112011120,1,4929.047897737456,False,False,False,11,99999999,0,,From saved model No important warnings
12,5066.670999,1112021120,1,4696.670998941747,True,True,False,11,739816811.8331436,0,,From saved model No important warnings
13,5499.047898,1112011120,1,4929.047897737456,False,False,False,11,99999999,0,,From saved model No important warnings
14,5499.047898,1112011120,1,4929.047897737456,False,False,False,11,99999999,0,,From saved model No important warnings
15,99999999.000000,1112011220,1,99999999,False,False,False,11,99999999,0,0,No important warnings
7,4857.081670,1112021100,1,4697.081670314319,True,True,True,10,811.3949457649737,0,0,No important warnings
16,5499.047898,1112011120,1,4929.047897737456,False,False,False,11,99999999,0,,From saved model No important warnings
18,5499.047898,1112011120,1,4929.047897737456,False,False,False,11,99999999,0,,From saved model No important warnings
19,5499.047898,1112011120,1,4929.047897737456,False,False,False,11,99999999,0,,From saved model No important warnings
20,5499.047898,1112011120,1,4929.047897737456,False,False,False,11,99999999,0,,From saved model No important warnings
21,99999999.000000,1112011220,1,99999999,False,False,False,11,99999999,0,,From saved model No important warnings
22,5499.047898,1112011120,1,4929.047897737456,False,False,False,11,99999999,0,,From saved model No important warnings
23,5499.047898,1112011120,1,4929.047897737456,False,False,False,11,99999999,0,,From saved model No important warnings
24,5066.670999,1112021120,1,4696.670998941747,True,True,False,11,739816811.8331436,0,,From saved model No important warnings
25,5499.047898,1112011120,1,4929.047897737456,False,False,False,11,99999999,0,,From saved model No important warnings
26,4857.227006,1112011200,1,4697.227005502653,True,True,True,10,865.0703476295932,0,,From saved model NON-FIXED OMEGA NON-FIXED PARAMETER 
27,4857.081670,1112021100,1,4697.081670314319,True,True,True,10,811.3949457649737,0,,From saved model No important warnings
28,5499.047898,1112011120,1,4929.047897737456,False,False,False,11,99999999,0,,From saved model No important warnings
29,5066.670999,1112021120,1,4696.670998941747,True,True,False,11,739816811.8331436,0,,From saved model No important warnings
29,5066.670999,1112021120,1,4696.670998941747,True,True,False,11,739816811.8331436,0,,From saved model No important warnings
9,5307.631606,1112021220,1,4737.631605534748,False,False,False,11,99999999,0,0,No important warnings
9,5307.631606,1112021220,1,4737.631605534748,False,False,False,11,99999999,0,0,No important warnings
8,4857.227148,1112011100,1,4697.227148330011,True,True,True,10,988.7750347043421,0,0,No important warnings
8,4857.227148,1112011100,1,4697.227148330011,True,True,True,10,988.7750347043421,0,0,No important warnings
17,4857.227148,1112011100,1,4697.227148330011,True,True,True,10,988.7750347043421,0,0,No important warnings
17,4857.227148,1112011100,1,4697.227148330011,True,True,True,10,988.7750347043421,0,0,No important warnings
3,99999999.000000,1001111310,2,99999999,None,False,False,10,99999999,0,0,NON-FIXED OMEGA NON-FIXED PARAMETER 
0,99999999.000000,1102111320,2,99999999,None,False,False,12,99999999,0,0,No important warnings
1,5171.083300,1101111310,2,4701.083299665974,True,False,False,11,99999999,0,0,NON-FIXED OMEGA NON-FIXED PARAMETER 
2,5081.374377,1101111320,2,4701.374377150753,True,True,False,12,11273297130.974386,0,0,No important warnings
4,4970.979400,1002111320,2,4700.979399522296,True,True,True,11,8989.789457569905,0,0,No important warnings
5,4970.979400,1002111320,2,4700.979399522296,True,True,True,11,8989.789457569905,0,0,No important warnings
6,5071.089707,1001111320,2,4701.0897073399,True,True,False,11,5576936.988133463,0,0,No important warnings
